image_name,category,true_caption,retrieved_caption,CLIPScore_matched,CLIPScore_retrieved,CLIPScore_random,BERTScore_F1
n02791124_499,chair,Barber chair with brown leather and wood,Barber chair with brown leather and wood,0.34725207,0.34725207,0.08937088,1.0
001233,cat,Cat sitting by a sunlit window,Cat sitting on a windowsill indoors,0.29319632,0.29609248,0.22468019,0.9339335
003212,sofa,Beige sofa against a plain wall,Beige sofa against a plain wall,0.3357609,0.3357609,0.20865391,1.0
007123,train,Train leaving sheds near green forested hills,Train leaving sheds near green forested hills,0.31194597,0.31194597,0.1397941,1.0
n03785016_25096,motorbike,Motorbike parked on a city sidewalk,Red motorbike parked on a paved walkway,0.2896621,0.30354792,0.16883753,0.9494113
003814,cat,Cat lying on carpet near furniture,Cat stretching out on a patterned carpet,0.2974381,0.31582478,0.0951121,0.93503064
2011_002885,cow,Black cow grazing on green grassy field,Black cow grazing on green grassy field,0.3226347,0.3226347,0.14222321,1.0
006324,car,Car parked at a forest campsite area,Car parked at a forest campsite area,0.30380327,0.30380327,0.15346964,1.0
2008_007840,dog,Dog walking on a leaf covered path,Two dogs meeting on a dirt path,0.26817417,0.3066298,0.08425096,0.9296995
n02410509_13609,cow,Cow grazing on green grassy field,Cow resting on grass beneath another cow,0.27447098,0.2918505,0.12278046,0.90944344
2009_000745,cat,Cat lounging on a decorative pillow,Cat lounging on a bag of litter,0.25682962,0.28999227,0.14769828,0.9532256
n03201208_30093,diningtable,Diningtable with four chairs on wood floor,Diningtable with lace cloth and four chairs,0.3269144,0.32872054,0.10477088,0.9398656
002998,train,Steam train passing by an old station building,Steam train passing by an old station building,0.31620234,0.31620234,0.13232128,1.0
n11939491_6707,flower,White flower with yellow center in garden,White daisy flower with green foliage,0.32042563,0.3446251,0.14516541,0.9128469
n03785016_2527,motorbike,Classic motorbike parked by a grassy roadside,White motorbike on display at an event,0.28856474,0.29925954,0.1938186,0.9133745
n04487081_7432,bus,Bus turning on a city street corner,Blue trolleybus driving down a city street,0.29727912,0.32615352,0.13354343,0.9228486
2009_003196,motorbike,Motorbike parked on a rural roadside,Motorbike parked on a gravel surface,0.25654978,0.27136517,0.15366235,0.9621227
n03201208_6679,diningtable,Modern diningtable with cream upholstered chairs,Modern diningtable with cream upholstered chairs,0.3414101,0.3414101,0.097292185,1.0
002078,bicycle,Old bicycle parked on grassy ground,Old bicycle parked on grassy ground,0.31880045,0.31880045,0.18374787,0.99999994
006382,horse,Horse standing by a metal fence outdoors,Brown horse standing in a fenced enclosure,0.32447314,0.32517222,0.15309267,0.9259784
n04483307_4991,boat,Boat with colorful sails gliding on ocean,Racing boat gliding swiftly on ocean water,0.2953301,0.29888314,0.06804933,0.9372031
n02389026_5653,horse,Young horse foal trotting on green grass,Young horse foal trotting on green grass,0.30814508,0.30814508,0.10398734,1.0
2008_004024,bird,Bird perched on a branch under blue sky,Bird perched on a branch under blue sky,0.29915056,0.29915056,0.13212742,1.0
2010_005011,dog,Dog running past an old brick building,Dog running past an old brick building,0.3016749,0.3016749,0.086339176,1.0
2010_003112,person,Three people in matching vests and bowties,Three people in matching vests and bowties,0.32450286,0.32450286,0.16375159,1.0
n11939491_49356,flower,White daisy flower surrounded by green grass,Flower with white petals surrounded by grass,0.35535347,0.35751235,0.15072115,0.9275584
2010_004031,person,Two people smiling beside wooden paneled walls,Two people smiling beside wooden paneled walls,0.2847857,0.2847857,0.10693833,1.0
2009_005267,cow,Cow standing near green hedges and trees,Cow standing near green hedges and trees,0.3282299,0.3282299,0.17141068,1.0
009947,boat,Sailboat gliding on calm lake water,Boat with tall sails on open water,0.30961153,0.31641525,0.16344741,0.91124755
2008_002292,bottle,Champagne bottle on a smooth surface,Champagne bottle on a smooth surface,0.28440738,0.28440738,0.114302315,1.0
003269,bottle,Bottle of soda beside water bottles on shelf,Bottle of soda among other glass bottles,0.28419352,0.30384946,0.12652725,0.9268528
n02835271_11906,bicycle,Tandem bicycle parked on a porch,Tandem bicycle on kitchen tile floor,0.293182,0.30983257,0.09757218,0.93295604
2009_002605,dog,Small white dog held inside a room,Dog in a sweater standing on table,0.28599045,0.29889634,0.127541,0.90558064
n11939491_6545,flower,Pink flower against a vivid pink backdrop,Pink flower against a vivid pink backdrop,0.29518747,0.29518747,0.18525325,1.0
n11939491_6228,flower,White flower with yellow center among grass,White daisy flower surrounded by green grass,0.33840805,0.3573015,0.14625566,0.9022273
003097,train,Two orange BNSF trains on railroad tracks,Two orange BNSF trains on railroad tracks,0.37221083,0.37221083,0.039789684,0.99999994
n02835271_2570,bicycle,Tandem bicycle parked on a sidewalk,Bicycle with orange pannier on wooden floor,0.3096559,0.32293844,0.102439195,0.89210546
n11939491_23775,flower,White and yellow flower among pink petals,White and yellow flower among pink petals,0.32423663,0.32423663,0.17763771,1.0
n03201208_432,diningtable,Wooden diningtable surrounded by matching chairs,Round diningtable with four wooden chairs,0.3244661,0.3485393,0.05594055,0.93281513
000820,sheep,Sheep resting on green grassy field,Sheep with curled horns standing on grass,0.29337692,0.34482476,0.16114642,0.92250144
2008_005300,cat,Cat stretching out on a patterned carpet,Cat stretching out on a patterned carpet,0.36152625,0.36152625,0.17067012,1.0
2010_000182,cat,Fluffy orange cat held in arms,Fluffy orange cat held in arms,0.31669596,0.31669596,0.16951498,1.0
2008_002622,person,Person wearing sunglasses and white shirt indoors,Person wearing sunglasses and white shirt indoors,0.30232045,0.30232045,0.11517523,1.0
2009_003105,train,Blue train traveling along grassy hillside,Train leaving sheds near green forested hills,0.2761588,0.29712117,0.18812197,0.8941683
n03201208_1480,diningtable,Wooden diningtable with six matching chairs,Wooden diningtable with four cushioned chairs,0.31389225,0.32645345,0.10038213,0.96233994
006520,bird,Bird perched on a broken tree branch,Bird perched on a wooden branch,0.26810244,0.27732638,0.13731106,0.9688579
2010_004735,bus,Vintage bus parked on a city street,Orange city bus driving along a leafy street,0.29809386,0.30903956,0.117842175,0.9250511
005352,dog,Dog standing on a grassy field,Dog standing on a grassy field,0.30336303,0.30336303,0.14439034,1.0000001
2009_000702,dog,Dog lying on green grass outdoors,Dog lying on green grass outdoors,0.3123932,0.3123932,0.1484917,1.0
003671,dog,Dog running happily on snowy ground,Dog running happily on snowy ground,0.32949412,0.32949412,0.05774288,1.0000001
2010_000984,train,Freight train traveling along rural tracks,Freight train passing by a station platform,0.29857916,0.31328428,0.18783662,0.9241911
003524,bird,Brown bird standing on leafy ground,Brown bird standing on leafy ground,0.30613035,0.30613035,0.09571695,1.0
n03785016_25076,motorbike,Motorbike parked on a gravel surface,Blue tandem bicycle against a white sheet,0.27622747,0.3147307,0.15628141,0.88498986
008950,aeroplane,Aeroplane flying high in clear blue sky,Aeroplane flying against a clear blue sky,0.29545054,0.30274335,0.16173758,0.9705945
2008_003252,chair,Chair with pillow next to a window,Beige sofa beside patterned rug and table,0.2874276,0.29561463,0.267667,0.88426554
006080,cat,Ginger cat resting against a cream wall,Ginger cat resting against a cream wall,0.28409782,0.28409782,0.17547433,0.99999994
n11939491_9573,flower,Yellow flower with green blurred surroundings,Yellow flower with green and brown center,0.29837,0.31026003,0.19601494,0.92094994
2009_000924,sheep,Sheep standing on a grassy field,Sheep standing on lush green grass,0.31067222,0.3114464,0.112887025,0.95919514
2008_002221,aeroplane,Aeroplane flying high in the clear sky,Aeroplane approaching airport above terminal buildings,0.28975347,0.2951928,0.13189533,0.91064155
n03983396_6041,bottle,Three grapefruit lemonade bottles in a wicker basket,Three grapefruit lemonade bottles in a wicker basket,0.29650548,0.29650548,0.15843141,1.0
n04487081_973,bus,Orange bus under electric wires on city street,Orange bus under electric wires on city street,0.33145624,0.33145624,0.13249327,1.0
003357,car,White car parked on gravel beside vehicles,White car displayed on a modern showroom floor,0.26276892,0.285031,0.17187893,0.898375
n04344873_7140,sofa,Orange sofa with cozy pillows and rug,Orange sofa with cozy pillows and rug,0.35020655,0.35020655,0.12286104,1.0
n03983396_6019,bottle,Colorful glass bottle collection on wooden shelves,Vintage soda bottle collection on a wooden shelf,0.31814727,0.33888346,0.15959443,0.94572514
2010_004346,cat,Cat curled up sleeping in a wicker basket,Cat curled up sleeping in a wicker basket,0.35413837,0.35413837,0.20135868,1.0
001565,train,Train at a large indoor station platform,Blue Pan Am Railways train beside building,0.27605024,0.29905188,0.15192701,0.8707884
n03782006_22277,tvmonitor,tvmonitor displaying test pattern and signal data,tvmonitor displaying waveforms beside electronic equipment,0.30893317,0.31955475,0.11669597,0.9035704
n03201208_7834,diningtable,Diningtable with wooden chairs and cabinet nearby,Round diningtable with four wooden chairs,0.32547742,0.33920762,0.14088342,0.937133
2011_001169,horse,Horse grazing among rocks and grass,Sheep with large horns on rocky terrain,0.31532264,0.31727064,0.15857685,0.8973143
009498,bus,Double-decker bus parked beside a grassy park,Bus turning on a quiet suburban street,0.31256944,0.31487873,0.08954054,0.88578665
n03201208_254,diningtable,Wooden diningtable with glasses and plates,Large wooden diningtable with matching chairs,0.28849065,0.29379007,0.1854832,0.9273768
n04344873_19773,sofa,White modern sofa with red accent pillows,White modern sofa with red accent pillows,0.34393317,0.34393317,0.14710845,1.0
2010_002029,dog,Dog lying next to a person indoors,Dog with a green collar indoors,0.24501765,0.27116337,0.17147577,0.9173007
008349,sheep,Sheep standing on dry grassy ground,Sheep standing on dry grass and dirt,0.32293206,0.33193222,0.17818819,0.9667169
n03782006_7121,tvmonitor,tvmonitor on wooden desk beside laptop,Dual tvmonitor screens on a computer desk,0.28595623,0.32828063,0.13962539,0.9209317
n03785016_1020,motorbike,White motorbike parked beside colorful wall,White motorbike parked beside colorful wall,0.28939,0.28939,0.20910546,1.0000001
n03782006_4182,tvmonitor,Dual tvmonitor setup on a tidy desk,Large tvmonitor on desk with keyboard and mouse,0.3203407,0.32929614,0.12994158,0.9208131
n04487081_3139,bus,Electric bus on city street among skyscrapers,Electric bus on city street among skyscrapers,0.30435,0.30435,0.16975495,1.0
2009_000367,aeroplane,Aeroplane on runway near city buildings,Aeroplane taxiing near large airport hangar,0.26523757,0.2825451,0.07497625,0.943048
006835,person,Person standing beside a red bus,Person standing beside a red bus,0.27182782,0.27182782,0.068278484,1.0
n11939491_24001,flower,White daisy flower with green foliage,Flower with white petals surrounded by grass,0.36391866,0.37042385,0.16010685,0.89741737
n03376595_4241,chair,Black folding sports chair on plain floor,Black folding sports chair on plain floor,0.327397,0.327397,0.2643852,0.99999994
n04487081_14157,bus,Bus parked on a quiet green street,Bus driving on tree-lined suburban street,0.29489416,0.32093662,0.14949241,0.9289589
2010_000317,cat,Fluffy cat resting on a plastic crate,Fluffy cat resting on a plastic crate,0.31096074,0.31096074,0.13807628,1.0
006442,person,Person sitting on bench with child outdoors,Person sitting on bench with child outdoors,0.28121763,0.28121763,0.18511608,1.0
n04487081_7312,bus,Bus traveling down a snowy city street,Bus turning on a quiet suburban street,0.31351584,0.31529593,0.088444516,0.9215952
2009_000130,bottle,A wine bottle on a white table,A wine bottle on a white table,0.29791665,0.29791665,0.17028202,1.0
n04152593_31103,tvmonitor,Multiple tvmonitors surrounded by old computers,Multiple tvmonitors surrounded by old computers,0.3297751,0.3297751,0.087794185,1.0
2010_003329,bottle,Clear glass bottle on a wooden table,Bottle with pink label on dining table,0.2641036,0.3011853,0.23726705,0.91173315
005246,bird,Bird with white head near wire fence,Bird eating from a person's hand outdoors,0.25657383,0.26723617,0.12973621,0.88358223
n03201208_12293,diningtable,Wood diningtable with chairs on a driveway,Round diningtable with four wooden chairs,0.28318176,0.3133776,0.28791803,0.9368799
2010_003974,cat,Cat sitting on a blue fabric chair,Cat face close-up with long whiskers,0.24466926,0.29915154,0.12374091,0.8836126
2010_002900,cat,Fluffy black cat resting on a sofa,Fluffy black cat resting on a sofa,0.3174622,0.3174622,0.123443365,0.99999994
n03201208_4680,diningtable,Wooden diningtable with chairs and glass cabinet,Diningtable with metallic decor and wooden chairs,0.28381854,0.3034,0.083702385,0.9286245
n03201208_19794,diningtable,Black diningtable with cushioned chairs nearby windows,Black diningtable with cushioned chairs nearby windows,0.32904154,0.32904154,0.18793784,1.0
2009_003607,sofa,Sofa with pillows on wooden floor,Beige sofa with dark wooden armrests,0.31688973,0.32059515,0.14050342,0.88812333
n03201208_46715,diningtable,Wooden diningtable with natural edges and six chairs,Wooden diningtable with glasses and plates,0.30262938,0.31957692,0.12840801,0.93053675
2011_001004,car,Classic mint green car parked by wall,Classic mint green car parked by wall,0.28820032,0.28820032,0.14415789,0.99999994
n11939491_57527,flower,Pink flower blooming among green leaves,Pink flower with yellow center petals,0.3065374,0.33338106,0.15184037,0.88919973
2008_005379,dog,Dog sitting on pavement next to person,Dog standing on a brick patio tiles,0.26133427,0.26805684,0.17695363,0.8961265
n02835271_317,bicycle,Tandem bicycle on a gravel surface,Bicycle with yellow rims on a red mat,0.28670746,0.3215709,0.16926965,0.9044378
002603,bird,Bird standing on grassy ground near bushes,Bird standing on rocky ground with shrubs,0.31305397,0.3185469,0.17905799,0.9431151
n02410509_7854,cow,Cow lying down in tall green grass,Cow lying down in tall green grass,0.3320387,0.3320387,0.27653173,1.0000001
n03201208_32294,diningtable,Wooden diningtable with cushioned chairs and art,Diningtable set with four chairs and placemats,0.30602342,0.3318243,0.11685559,0.9029898
2010_005303,person,Two people posing together in a room,Two people posing together in a room,0.24618486,0.24618486,0.14128274,1.0
2010_004551,bottle,Green bottle on a wooden table,Green bottle on a wooden table,0.3095667,0.3095667,0.15679787,1.0
n03376595_606,chair,Wooden chair reclining on a tiled patio,Wooden chair reclining on a tiled patio,0.33093065,0.33093065,0.16811913,1.0
n03785016_25379,motorbike,Motorbike parked on cobblestone sidewalk,Motorbike parked on cobblestone sidewalk,0.28353652,0.28353652,0.15331534,0.99999994
n04487081_2498,bus,Bus driving past houses on quiet street,Bus turning on a street near tall trees,0.28645703,0.3073873,0.12753603,0.91910636
n03376595_4469,chair,Striped folding chair on a concrete floor,Striped folding chair on a concrete floor,0.33640927,0.33640927,0.13469681,1.0
n02412080_2713,sheep,Sheep standing on cobblestone path and grass,Sheep standing on cobblestone path and grass,0.3359116,0.3359116,0.15264055,1.0
2008_005477,bird,Green bird with closed eyes indoors,Green bird with closed eyes indoors,0.33335865,0.33335865,0.18228431,1.0
2008_005473,horse,Three horses grazing in a grassy field,Three horses grazing and resting near trees,0.29145193,0.30846247,0.21323694,0.9402963
n11939491_19516,flower,White flower blossoming among green leaves,White daisy flower with green foliage,0.271586,0.33471614,0.22747737,0.9202829
